checksums,id,public access,created at,updated at,created_by_id,updated_by_id,is active,extras,uri,version,released,retired,is latest version,custom validation schema,parent_id,map type,sort weight,external id,comment,versioned_object_id,mnemonic,from_concept_id,to_concept_id,to_source_id,from_source_id,from concept code,from concept name,from source url,from source version,to concept code,to concept name,to source url,to source version, counted, index
{},631061,View,2022-09-01T21:08:40.884157+00:00,2022-09-02T03:21:01.687307+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91958/,631061,False,False,False,,10,SAME-AS,,e0312d6e-d3a5-4e75-beb2-bcf0bd6845e1,,631061,91958,198046,,11,10,36922,Allergic Arthritis,/orgs/MOH-KENYA/sources/nhdd/,,16935003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},641933,View,2022-09-01T21:09:29.710646+00:00,2022-09-02T03:21:01.729779+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/97395/,641933,False,False,False,,10,SAME-AS,,0a894e2a-19e7-4594-a524-93a3b0761984,,641933,97395,201223,,11,10,40710,Exostosis of External Ear Canal,/orgs/MOH-KENYA/sources/nhdd/,,19560007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639455,View,2022-09-01T21:09:18.615049+00:00,2022-09-02T03:21:01.749369+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96155/,639455,False,False,False,,10,SAME-AS,,bd48d00d-cc53-4fb2-939d-d6d00d4e4bb1,,639455,96155,200521,,11,10,31547,secondary torsion dystonia,/orgs/MOH-KENYA/sources/nhdd/,,433493000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},626237,View,2022-09-01T21:08:19.257528+00:00,2022-09-02T03:21:01.781372+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89546/,626237,False,False,False,,10,SAME-AS,,aa50d1ad-b588-4a4d-85cf-4fa7011ecb8f,,626237,89546,196743,,11,10,38173,Bloodstained amniotic fluid,/orgs/MOH-KENYA/sources/nhdd/,,249134008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635724,View,2022-09-01T21:09:01.913328+00:00,2022-09-02T03:21:01.796668+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94289/,635724,False,False,False,,10,SAME-AS,,f5cc7322-7391-4b2d-96c8-9897ea7ed58c,,635724,94289,199505,,11,10,42307,Family History of Hypertension,/orgs/MOH-KENYA/sources/nhdd/,,160357008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308229,View,2023-02-05T22:43:42.780072+00:00,2023-02-05T22:43:42.788182+00:00,1,1,True,,/orgs/MOH-KENYA/sources/nhdd/mappings/229488/,1308229,False,False,False,,10,SAME-AS,,8646e525-dea8-429a-9d2b-6b4ca7584fe6,,1308229,229488,454270,422026,7,10,53607,Belantamab mafodotin,/orgs/MOH-KENYA/sources/nhdd/,,167478,Belantamab mafodotin,/orgs/CIEL/sources/CIEL/,,True,True
{},1308231,View,2023-02-05T22:43:43.363545+00:00,2023-02-05T22:43:43.370672+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229489/,1308231,False,False,False,,10,SAME-AS,,ba5dfcda-541a-4157-9daa-4b48d1af8ae4,,1308231,229489,454272,,34,10,53608,Belinostat,/orgs/MOH-KENYA/sources/nhdd/,,1543543,,/orgs/NLM/sources/RxNORM/,,True,True
{},639456,View,2022-09-01T21:09:18.617641+00:00,2022-09-02T03:21:01.813186+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96154/,639456,False,False,False,,10,SAME-AS,,9881b83b-1310-441a-9a25-46e658f35eec,,639456,96154,200548,,11,10,33700,malignant neoplasm overlapping urinary organ site,/orgs/MOH-KENYA/sources/nhdd/,,188256008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},696574,View,2022-09-01T21:13:38.313975+00:00,2022-09-02T03:21:01.838720+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/124716/,696574,False,False,False,,10,SAME-AS,,f274ce82-ea9e-404b-81db-30d2398502f3,,696574,124716,216767,,11,10,31303,squamous cell carcinoma of anus,/orgs/MOH-KENYA/sources/nhdd/,,255084004,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},626239,View,2022-09-01T21:08:19.267668+00:00,2022-09-02T03:21:01.846214+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89548/,626239,False,False,False,,10,SAME-AS,,0c2d9e22-8c99-4f15-9612-5b4e52bb3336,,626239,89548,196687,,11,10,31884,Fungaemia,/orgs/MOH-KENYA/sources/nhdd/,,399314004,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},622166,View,2022-09-01T21:07:59.826423+00:00,2022-09-02T03:21:01.868703+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87512/,622166,False,False,False,,10,SAME-AS,,23e2c790-a874-4633-9ef0-aaadb33f6a0a,,622166,87512,195478,,11,10,30260,Strangulated Internal Hemorrhoids,/orgs/MOH-KENYA/sources/nhdd/,,23202007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},626243,View,2022-09-01T21:08:19.289221+00:00,2022-09-02T03:21:01.885051+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89549/,626243,False,False,False,,10,SAME-AS,,cd66173d-e4bd-4185-a49e-118cbc882f92,,626243,89549,196749,,11,10,38711,allergic reaction to dye,/orgs/MOH-KENYA/sources/nhdd/,,418809008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},622167,View,2022-09-01T21:07:59.830029+00:00,2022-09-02T03:21:01.910279+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87511/,622167,False,False,False,,10,SAME-AS,,d5640c11-e8c3-408f-ad78-2568599635b7,,622167,87511,195536,,11,10,29903,Implantable contraceptive (unspecified type),/orgs/MOH-KENYA/sources/nhdd/,,169552007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308233,View,2023-02-05T22:43:43.551373+00:00,2023-02-05T22:43:43.558248+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229490/,1308233,False,False,False,,10,SAME-AS,,560ee248-9b76-48f8-bd28-5c0e25bdf147,,1308233,229490,454272,,11,10,53608,Belinostat,/orgs/MOH-KENYA/sources/nhdd/,,774753007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},631077,View,2022-09-01T21:08:40.939272+00:00,2022-09-02T03:21:01.928893+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91965/,631077,False,False,False,,10,SAME-AS,,19a8ccc3-0ea9-4922-bfb4-d67224d8415d,,631077,91965,198067,,11,10,33686,"Tricuspid Stenosis, Non-Rheumatic",/orgs/MOH-KENYA/sources/nhdd/,,194991001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639461,View,2022-09-01T21:09:18.641904+00:00,2022-09-02T03:21:01.944771+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96157/,639461,False,False,False,,10,SAME-AS,,b8ce6165-edf6-43cf-af66-87781d418623,,639461,96157,200525,,11,10,28795,Senile and Presenile Organic Psychotic Conditions,/orgs/MOH-KENYA/sources/nhdd/,,268612007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635731,View,2022-09-01T21:09:01.947538+00:00,2022-09-02T03:21:01.951386+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94293/,635731,False,False,False,,10,SAME-AS,,8a84a2c0-36c2-4a87-bfdc-12a56b7f212d,,635731,94293,199508,,11,10,34233,Umbilical Polyp,/orgs/MOH-KENYA/sources/nhdd/,,21827002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639463,View,2022-09-01T21:09:18.645561+00:00,2022-09-02T03:21:01.973155+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96159/,639463,False,False,False,,10,SAME-AS,,9470e8e4-fa34-4d1e-8f6d-3f0ecfaf1e1a,,639463,96159,200545,,11,10,37119,decubitus ulcer of sacral region,/orgs/MOH-KENYA/sources/nhdd/,,225562005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},631083,View,2022-09-01T21:08:40.987298+00:00,2022-09-02T03:21:01.995811+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91968/,631083,False,False,False,,10,SAME-AS,,549e077f-d4c4-4cd4-8fad-48fcf28e5fda,,631083,91968,198069,,11,10,41761,Histrionic Personality Disorder,/orgs/MOH-KENYA/sources/nhdd/,,55341008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635739,View,2022-09-01T21:09:02.050950+00:00,2022-09-02T03:21:02.033253+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94295/,635739,False,False,False,,10,SAME-AS,,6989ba15-5cfe-40aa-a482-a591ccf5ece7,,635739,94295,199512,,11,10,35493,hypertension secondary to endocrine disorder,/orgs/MOH-KENYA/sources/nhdd/,,194788005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308235,View,2023-02-05T22:43:43.704717+00:00,2023-02-05T22:43:43.712122+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229491/,1308235,False,False,False,,10,SAME-AS,,43aa26cf-1a3d-4a42-af3f-9ea7b18a8210,,1308235,229491,454272,454272,10,10,53608,Belinostat,/orgs/MOH-KENYA/sources/nhdd/,,53608,,/orgs/MOH-KENYA/sources/nhdd/,,True,True
{},1308237,View,2023-02-05T22:43:43.897886+00:00,2023-02-05T22:43:43.905825+00:00,1,1,True,,/orgs/MOH-KENYA/sources/nhdd/mappings/229492/,1308237,False,False,False,,10,SAME-AS,,2183b533-aab8-44dd-a073-a5d069e9410e,,1308237,229492,454272,422030,7,10,53608,Belinostat,/orgs/MOH-KENYA/sources/nhdd/,,167479,Belinostat,/orgs/CIEL/sources/CIEL/,,True,True
{},641936,View,2022-09-01T21:09:29.726670+00:00,2022-09-02T03:21:02.056677+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/97398/,641936,False,False,False,,10,SAME-AS,,35e2c619-c2c8-4913-973e-0b74baf39970,,641936,97398,201133,,11,10,32806,Congenital Absence of Tongue,/orgs/MOH-KENYA/sources/nhdd/,,74788000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},622176,View,2022-09-01T21:07:59.850047+00:00,2022-09-02T03:21:02.094110+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87517/,622176,False,False,False,,10,SAME-AS,,1fda4356-d232-44ef-8d14-ad53875445ae,,622176,87517,195535,,11,10,35112,injury of vagina,/orgs/MOH-KENYA/sources/nhdd/,,262682005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},631086,View,2022-09-01T21:08:40.992414+00:00,2022-09-02T03:21:02.129252+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91970/,631086,False,False,False,,10,SAME-AS,,5e766ff8-2a66-4842-9a87-0de5e59e093e,,631086,91970,198155,,11,10,32789,"open wound of shoulder, uncomplicated",/orgs/MOH-KENYA/sources/nhdd/,,125645008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635740,View,2022-09-01T21:09:02.055902+00:00,2022-09-02T03:21:02.144056+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94296/,635740,False,False,False,,10,SAME-AS,,b21d5aa0-1560-4953-93a1-0ead46f3b308,,635740,94296,199511,,11,10,40162,dentatorubropallidoluysian atrophy,/orgs/MOH-KENYA/sources/nhdd/,,68116008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639464,View,2022-09-01T21:09:18.659710+00:00,2022-09-02T03:21:02.158612+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96160/,639464,False,False,False,,10,SAME-AS,,397a7b02-e3a1-48ac-b9a3-db6239499184,,639464,96160,200550,,11,10,31728,refractory anemia with excess blasts-2,/orgs/MOH-KENYA/sources/nhdd/,,415284008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308239,View,2023-02-05T22:43:44.573676+00:00,2023-02-05T22:43:44.581693+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229493/,1308239,False,False,False,,10,SAME-AS,,f53ef175-909f-4c81-bb5c-0a4cda8238b7,,1308239,229493,454274,454274,10,10,53609,Belumosudil,/orgs/MOH-KENYA/sources/nhdd/,,53609,,/orgs/MOH-KENYA/sources/nhdd/,,True,True
{},1308241,View,2023-02-05T22:43:44.782454+00:00,2023-02-05T22:43:44.789590+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229494/,1308241,False,False,False,,10,SAME-AS,,dbdb33d7-f884-459f-9644-5f3af027f938,,1308241,229494,454274,,11,10,53609,Belumosudil,/orgs/MOH-KENYA/sources/nhdd/,,1163572003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},622181,View,2022-09-01T21:07:59.866949+00:00,2022-09-02T03:21:02.239410+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87519/,622181,False,False,False,,10,SAME-AS,,98438851-df11-4b40-a760-4453e11f0992,,622181,87519,195383,,11,10,24655,Post-Traumatic Hydrocephalus,/orgs/MOH-KENYA/sources/nhdd/,,230751003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},643253,View,2022-09-01T21:09:35.982445+00:00,2022-09-02T03:21:02.254920+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/98054/,643253,False,False,False,,10,SAME-AS,,d696b361-3bd1-4ffe-8e4d-0ca9788c70ec,,643253,98054,201630,,11,10,31379,Superficial Injury of Penis with Infection,/orgs/MOH-KENYA/sources/nhdd/,,78471002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},631091,View,2022-09-01T21:08:41.018090+00:00,2022-09-02T03:21:02.295237+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91973/,631091,False,False,False,,10,SAME-AS,,afba0173-84e2-4376-8ca3-5520a3585e3c,,631091,91973,198093,,11,10,40333,Eaton-Lambert Syndrome,/orgs/MOH-KENYA/sources/nhdd/,,56989000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},858201,View,2022-09-01T22:32:36.144931+00:00,2022-09-02T03:21:02.310411+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/205527/,858201,False,False,False,,10,NARROWER-THAN,,b28df774-90ad-4c13-a197-2f3cad98ce25,,858201,205527,161990,,11,10,5379,Mefenamic acid,/orgs/MOH-KENYA/sources/nhdd/,,387185008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},622187,View,2022-09-01T21:07:59.882753+00:00,2022-09-02T03:21:02.318460+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87521/,622187,False,False,False,,10,SAME-AS,,f298ff0b-2daa-457e-a7dd-165cc955e0ee,,622187,87521,195484,,11,10,30083,Serum calcium,/orgs/MOH-KENYA/sources/nhdd/,,271240001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308243,View,2023-02-05T22:43:44.984083+00:00,2023-02-05T22:43:44.991549+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229495/,1308243,False,False,False,,10,SAME-AS,,0e249ae0-9bc8-4241-8536-5ca7f9fb90a9,,1308243,229495,454274,,34,10,53609,Belumosudil,/orgs/MOH-KENYA/sources/nhdd/,,2564025,,/orgs/NLM/sources/RxNORM/,,True,True
{},631093,View,2022-09-01T21:08:41.024097+00:00,2022-09-02T03:21:02.347527+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91974/,631093,False,False,False,,10,SAME-AS,,0bbf6f1c-facf-4679-a221-10b3d9bb18bf,,631093,91974,198096,,11,10,41047,Pustular Folliculitis,/orgs/MOH-KENYA/sources/nhdd/,,53593008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},643254,View,2022-09-01T21:09:35.983524+00:00,2022-09-02T03:21:02.371623+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/98056/,643254,False,False,False,,10,SAME-AS,,b69e133a-e0ea-49be-ad57-ceeacb075398,,643254,98056,201629,,11,10,37841,Capsular Tears to Spleen,/orgs/MOH-KENYA/sources/nhdd/,,262823004,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308245,View,2023-02-05T22:43:45.149685+00:00,2023-02-05T22:43:45.157336+00:00,1,1,True,,/orgs/MOH-KENYA/sources/nhdd/mappings/229496/,1308245,False,False,False,,10,SAME-AS,,fa6315ae-84ef-4dd2-b289-8067b98a1de9,,1308245,229496,454274,422017,7,10,53609,Belumosudil,/orgs/MOH-KENYA/sources/nhdd/,,167480,Belumosudil,/orgs/CIEL/sources/CIEL/,,True,True
{},626263,View,2022-09-01T21:08:19.346247+00:00,2022-09-02T03:21:02.437230+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89560/,626263,False,False,False,,10,SAME-AS,,4173844e-3085-454f-b833-7306681d2b26,,626263,89560,196661,,11,10,40502,"Engorgement of Breasts Associated with Childbirth, Unspecified as to Episode of Care",/orgs/MOH-KENYA/sources/nhdd/,,55613002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},641941,View,2022-09-01T21:09:29.738720+00:00,2022-09-02T03:21:02.462095+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/97399/,641941,False,False,False,,10,SAME-AS,,c4b45d4a-6d7d-4fa7-9e29-62bd070111a7,,641941,97399,201273,,11,10,30835,Subcutaneous Nodule,/orgs/MOH-KENYA/sources/nhdd/,,95325000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308247,View,2023-02-05T22:43:45.602644+00:00,2023-02-05T22:43:45.609952+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229497/,1308247,False,False,False,,10,SAME-AS,,14e5cffa-d02f-4721-9320-b0d089f849fa,,1308247,229497,454276,,34,10,53610,Belzutifan,/orgs/MOH-KENYA/sources/nhdd/,,2567226,,/orgs/NLM/sources/RxNORM/,,True,True
{},1308249,View,2023-02-05T22:43:45.765706+00:00,2023-02-05T22:43:45.772986+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229498/,1308249,False,False,False,,10,SAME-AS,,ffc95ac5-478f-4cf9-a379-983848a3e956,,1308249,229498,454276,454276,10,10,53610,Belzutifan,/orgs/MOH-KENYA/sources/nhdd/,,53610,,/orgs/MOH-KENYA/sources/nhdd/,,True,True
{},622194,View,2022-09-01T21:07:59.921424+00:00,2022-09-02T03:21:02.536511+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87524/,622194,False,False,False,,10,SAME-AS,,7dfb9957-e515-4d63-a358-7f6892586e24,,622194,87524,195543,,11,10,37088,Anomic Aphasia,/orgs/MOH-KENYA/sources/nhdd/,,10325006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635751,View,2022-09-01T21:09:02.096288+00:00,2022-09-02T03:21:02.553002+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94304/,635751,False,False,False,,10,SAME-AS,,c045eaf4-3fc4-41bd-8f15-76125c07033a,,635751,94304,199462,,11,10,33693,Tricuspid Valve Stenosis,/orgs/MOH-KENYA/sources/nhdd/,,49915006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},631102,View,2022-09-01T21:08:41.065417+00:00,2022-09-02T03:21:02.607008+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91977/,631102,False,False,False,,10,SAME-AS,,c5aaf0fe-fcf8-4820-8e14-914b59b59085,,631102,91977,198102,,11,10,38181,Chronic Obstructive Asthma,/orgs/MOH-KENYA/sources/nhdd/,,195949008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635753,View,2022-09-01T21:09:02.102158+00:00,2022-09-02T03:21:02.622070+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94305/,635753,False,False,False,,10,SAME-AS,,319e2a75-4da0-4d34-ae7d-9205259c98e8,,635753,94305,199513,,11,10,39264,accidental methadone overdose,/orgs/MOH-KENYA/sources/nhdd/,,295163002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639472,View,2022-09-01T21:09:18.685889+00:00,2022-09-02T03:21:02.638751+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96164/,639472,False,False,False,,10,SAME-AS,,44d99925-fb42-4898-9c1a-fd3af1fc2785,,639472,96164,200436,,11,10,33883,Tuberculous Cavity of Lung,/orgs/MOH-KENYA/sources/nhdd/,,186177005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635754,View,2022-09-01T21:09:02.104987+00:00,2022-09-02T03:21:02.663266+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94308/,635754,False,False,False,,10,SAME-AS,,7b214e69-c2cb-40ee-a273-102b5f0ce7f9,,635754,94308,199514,,11,10,30644,undescended shoulder,/orgs/MOH-KENYA/sources/nhdd/,,79120002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635755,View,2022-09-01T21:09:02.106513+00:00,2022-09-02T03:21:02.697904+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94306/,635755,False,False,False,,10,SAME-AS,,96b0c4bc-bd18-4345-a4c9-a27dc20e6081,,635755,94306,199470,,11,10,37652,Bladder Irritability,/orgs/MOH-KENYA/sources/nhdd/,,404220000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639474,View,2022-09-01T21:09:18.697121+00:00,2022-09-02T03:21:02.714436+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96165/,639474,False,False,False,,10,SAME-AS,,8378c991-cdbf-4fcb-9403-fa8c2b33980a,,639474,96165,200495,,11,10,31370,Superficial Injury of Neck with Infection,/orgs/MOH-KENYA/sources/nhdd/,,9375000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},622206,View,2022-09-01T21:08:00.017713+00:00,2022-09-02T03:21:02.741061+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87529/,622206,False,False,False,,10,SAME-AS,,5093ee9c-8e52-4d2c-a32e-6b6f6e9d6b80,,622206,87529,195545,,11,10,36370,family disruption due to divorce or legal separation,/orgs/MOH-KENYA/sources/nhdd/,,8228006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308251,View,2023-02-05T22:43:45.921677+00:00,2023-02-05T22:43:45.929361+00:00,1,1,True,,/orgs/MOH-KENYA/sources/nhdd/mappings/229499/,1308251,False,False,False,,10,SAME-AS,,d3f5ecbd-10df-4258-b141-c1a47a50c72e,,1308251,229499,454276,421931,7,10,53610,Belzutifan,/orgs/MOH-KENYA/sources/nhdd/,,167481,Belzutifan,/orgs/CIEL/sources/CIEL/,,True,True
{},1308253,View,2023-02-05T22:43:46.460513+00:00,2023-02-05T22:43:46.467495+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229500/,1308253,False,False,False,,10,SAME-AS,,1b37ad2e-1962-4ddc-b0d0-9213b42bee5f,,1308253,229500,454278,,34,10,53611,Bendamustine,/orgs/MOH-KENYA/sources/nhdd/,,134547,,/orgs/NLM/sources/RxNORM/,,True,True
{},626279,View,2022-09-01T21:08:19.425942+00:00,2022-09-02T03:21:02.771598+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89567/,626279,False,False,False,,10,SAME-AS,,baba3839-bc38-4b42-a4ad-60a3933a6808,,626279,89567,196715,,11,10,39068,Congenital Vascular Disease,/orgs/MOH-KENYA/sources/nhdd/,,399982001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308255,View,2023-02-05T22:43:46.607976+00:00,2023-02-05T22:43:46.614788+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229501/,1308255,False,False,False,,10,SAME-AS,,e537ff78-3917-4451-95ad-09f7752ae213,,1308255,229501,454278,454278,10,10,53611,Bendamustine,/orgs/MOH-KENYA/sources/nhdd/,,53611,,/orgs/MOH-KENYA/sources/nhdd/,,True,True
{},631106,View,2022-09-01T21:08:41.093411+00:00,2022-09-02T03:21:02.787389+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91982/,631106,False,False,False,,10,SAME-AS,,267688a7-08fd-43e6-9fa0-6d6072ecc428,,631106,91982,198137,,11,10,28608,Oral,/orgs/MOH-KENYA/sources/nhdd/,,26643006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},644068,View,2022-09-01T21:09:39.915126+00:00,2022-09-02T03:21:02.810069+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/98463/,644068,False,False,False,,10,SAME-AS,,1a41b764-3a7a-48f3-921b-9f9b93e380dc,,644068,98463,201897,,11,10,30124,Sprain of Interphalangeal Joint of Toe,/orgs/MOH-KENYA/sources/nhdd/,,24864009,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},696587,View,2022-09-01T21:13:38.388834+00:00,2022-09-02T03:21:02.816887+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/124720/,696587,False,False,False,,10,SAME-AS,,cb69189b-6bcf-4c6a-b9c0-63d7aad0be83,,696587,124720,216774,,11,10,35232,injury nos of stomach with open wound into cavity,/orgs/MOH-KENYA/sources/nhdd/,,210109007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635762,View,2022-09-01T21:09:02.121207+00:00,2022-09-02T03:21:02.830597+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94309/,635762,False,False,False,,10,SAME-AS,,8222155b-126a-4765-9fbe-fc34fa8095b8,,635762,94309,199464,,11,10,39981,maraviroc,/orgs/MOH-KENYA/sources/nhdd/,,427805000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308257,View,2023-02-05T22:43:46.764870+00:00,2023-02-05T22:43:46.772188+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/229502/,1308257,False,False,False,,10,SAME-AS,,b84e4e4d-4934-45e6-9970-d999ad7fbd77,,1308257,229502,454278,,11,10,53611,Bendamustine,/orgs/MOH-KENYA/sources/nhdd/,,774763004,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},1308259,View,2023-02-05T22:43:46.915232+00:00,2023-02-05T22:43:46.922739+00:00,1,1,True,,/orgs/MOH-KENYA/sources/nhdd/mappings/229503/,1308259,False,False,False,,10,SAME-AS,,1b913041-04e5-478b-945b-6fa7978a4fd1,,1308259,229503,454278,421920,7,10,53611,Bendamustine,/orgs/MOH-KENYA/sources/nhdd/,,167482,Bendamustine,/orgs/CIEL/sources/CIEL/,,True,True
{},639479,View,2022-09-01T21:09:18.716987+00:00,2022-09-02T03:21:02.846230+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96166/,639479,False,False,False,,10,SAME-AS,,4d83ecae-4e90-4814-863a-096cd2086a37,,639479,96166,200493,,11,10,38375,Closed Follicle Comedo,/orgs/MOH-KENYA/sources/nhdd/,,247468003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
